image_file_name,pmcid,question,choices,answer_text,answer,tag
jer-12-3-216f4.jpg,PMC4934967,Which neck movement is trained when the chin is pulled back against the band?,"[A] Lower cervical flexion
[B] Cranio-cervical flexion (chin tuck)
[C] Cervical retraction (axial extension)
[D] Upper cervical extension (capital extension)",Cranio-cervical flexion (chin tuck),B,Head & Neck
JPBS-7-827-g003.jpg,PMC4606724,Which lesion type is represented by the small red dots at the arrowed area?,"[A] Telangiectasias
[B] Purpura
[C] Petechiae
[D] Herpetiform aphthous ulcers",Petechiae,C,Mouth & Jaws
JPBS-7-827-g003.jpg,PMC4606724,Which hemostatic problem is most consistent with the image findings?,"[A] Hemophilia A (factor VIII deficiency) with deep tissue hematomas
[B] Normal hemostasis
[C] von Willebrand disease type 3 with hemarthroses predominance
[D] Vitamin C deficiency (scurvy) causing vascular fragility
[E] Platelet dysfunction or thrombocytopenia",Platelet dysfunction or thrombocytopenia,E,Mouth & Jaws
CTO-04-19-g-024.jpg,PMC3201006,Which attachment is on the most posterior right tooth?,"[A] Bondable buccal tube on the right first molar
[B] Molar band with a buccal tube
[C] Ceramic bracket with elastomeric ligature
[D] No attachment—distal end of the archwire free
[E] Temporary anchorage device (mini-implant) in the buccal sulcus",Molar band with a buccal tube,B,Mouth & Jaws
CTO-04-19-g-024.jpg,PMC3201006,Which appliance extends diagonally from the upper canine to the lower molar?,"[A] Open-coil spring
[B] Intermaxillary (Class II) elastic
[C] Posterior crossbite elastic
[D] Elastomeric power chain
[E] Intermaxillary (Class III) elastic",Intermaxillary (Class II) elastic,B,Mouth & Jaws
ijspt_2021_16_3_23549_59311.jpg,PMC8169025,Which lower-limb posture is shown?,"[A] Hips hyperextended with trunk arched backward and ankles dorsiflexed
[B] Hips and knees flexed with ankles plantarflexed and heels slightly elevated
[C] Hips and knees flexed with ankles dorsiflexed and heels in contact with the box
[D] Hips and knees flexed with ankles neutral/plantigrade and midfoot loading
[E] Knees extended with hips neutral and forefoot contact",Hips and knees flexed with ankles dorsiflexed and heels in contact with the box,C,Trunk & Extremities
ijspt_2021_16_3_23549_59311.jpg,PMC8169025,Which aspect of the setup shown reduces landing impact forces?,"[A] Landing on a raised box limits drop height
[B] Crossing the arms over the chest to reduce angular momentum at touchdown
[C] Adding a light weight belt to improve trunk stiffness and attenuate impact forces
[D] Wearing minimalist footwear to encourage softer landings via proprioception",Landing on a raised box limits drop height,A,Trunk & Extremities
jpts-28-027-g003.jpg,PMC4755969,Which wrist motion is illustrated in subfigure (a)?,"[A] Wrist flexion–extension (palmar flexion and dorsiflexion)
[B] Forearm pronation–supination with the wrist in neutral
[C] Radial–ulnar deviation of the wrist
[D] Finger (MCP) flexion–extension while gripping the ball",Wrist flexion–extension (palmar flexion and dorsiflexion),A,Trunk & Extremities
jpts-28-027-g003.jpg,PMC4755969,Which wrist motion is illustrated in subfigure (b)?,"[A] Forearm pronation and supination
[B] Elbow flexion and extension
[C] Wrist flexion and extension
[D] Radial and ulnar deviation",Radial and ulnar deviation,D,Trunk & Extremities
OS-15-2187-g005.jpg,PMC10432451,"Comparing subfigures A and B, which statement best describes the active range of motion?","[A] Both movements fail to reach 90°, indicating symmetric restriction
[B] Forward flexion in B exceeds abduction in A, with flexion approaching full elevation
[C] The apparent advantage of flexion in B is mainly due to trunk compensation, making true shoulder elevation similar between A and B
[D] Abduction in A exceeds forward flexion in B","Forward flexion in B exceeds abduction in A, with flexion approaching full elevation",B,Trunk & Extremities
OS-15-2187-g005.jpg,PMC10432451,"In subfigure A, what shoulder movement is demonstrated?","[A] Shoulder flexion in the sagittal plane
[B] Shoulder abduction in the frontal plane
[C] Horizontal abduction from 90 degrees of shoulder flexion
[D] Scaption (elevation in the scapular plane ~30-45 degrees anterior to frontal)",Shoulder abduction in the frontal plane,B,Trunk & Extremities
JFMPC-11-1212-g011.jpg,PMC9051670,Which anatomical region is supported by the device’s stem?,"[A] Columella and medial crura of the lower lateral cartilages
[B] Caudal nasal septum via a transseptal splint
[C] Nasal vestibule/alar rim
[D] Piriform aperture/alar base buttress
[E] Internal nasal valve at the upper lateral–septal angle",Nasal vestibule/alar rim,C,Head & Neck
JFMPC-11-1212-g011.jpg,PMC9051670,What is the primary postoperative purpose of this nasal device?,"[A] Stabilize nasal bones and septum after fracture reduction
[B] Deliver low‑flow oxygen via the nare during recovery
[C] Block nasal airflow to rest the airway after palatal surgery
[D] Maintain alar rim contour and nostril patency to prevent external nasal valve stenosis
[E] Immobilize the upper lip to protect the cleft‑lip suture line",Maintain alar rim contour and nostril patency to prevent external nasal valve stenosis,D,Head & Neck
amjcaserep-24-e939595-g005.jpg,PMC10626592,Which description best matches the ocular alignment shown?,"[A] Subtle left supraduction lag with right hypertropia on upgaze
[B] Small-angle exotropia in primary position, more apparent on upgaze
[C] Conjugate, symmetric upgaze without restriction
[D] Mild right supraduction deficit producing a left hypertropia in upgaze","Conjugate, symmetric upgaze without restriction",C,Eyes
amjcaserep-24-e939595-g005.jpg,PMC10626592,What ocular movement is being demonstrated in the image?,"[A] Laevoversion (left gaze)
[B] Supraduction (upgaze)
[C] Primary gaze (straight ahead)
[D] Dextroversion (right gaze)
[E] Infraduction (downgaze)",Supraduction (upgaze),B,Eyes
IJMR-144-784-g001.jpg,PMC5393092,How many discrete calvarial swellings are visible?,"[A] Three, counting a subtle central bulge
[B] One confluent swelling spanning the vertex
[C] None—physiologic cranial contour only
[D] Two distinct calvarial swellings (one left, one right)","Two distinct calvarial swellings (one left, one right)",D,Head & Neck
IJMR-144-784-g001.jpg,PMC5393092,Which description best characterizes the contour of the skull swellings?,"[A] Broad-based, gently flattened plateau-like swellings over the frontal bones
[B] Ill-defined soft-tissue fullness without discrete contour change
[C] Diffuse uniform circumferential enlargement of the cranium
[D] Smooth, dome-shaped focal protrusions","Smooth, dome-shaped focal protrusions",D,Head & Neck
10.1177_11795735231181467-fig2.jpg,PMC10280516,What auricular deformity is visible in this child’s ear?,"[A] Cryptotia with superior helix buried against the scalp
[B] Overfolded superior helix (lop ear)
[C] Stahl’s ear with accessory third crus
[D] Prominent ear due to antihelical fold deficiency without helix overfold",Overfolded superior helix (lop ear),B,Head & Neck
10.1177_11795735231181467-fig2.jpg,PMC10280516,Which external ear structure is primarily affected?,"[A] Antihelix
[B] Conchal bowl
[C] Scapha
[D] Helix
[E] Superior crus of the antihelix",Helix,D,Head & Neck
pcama-23-204-g001.jpg,PMC5999371,Which spinal posture is shown at the start of the lift?,"[A] Hyperlordotic extension of the lower back with rib flare
[B] Subtle axial rotation of the trunk to the right with the right shoulder leading
[C] Upright neutral spine without any forward lean
[D] Neutral lumbar spine with slight forward trunk lean (hip hinge)
[E] Mild lumbar flexion with posterior pelvic tilt (rounded back)",Neutral lumbar spine with slight forward trunk lean (hip hinge),D,Trunk & Extremities
pcama-23-204-g001.jpg,PMC5999371,Which hand grip is being used on the crate?,"[A] Neutral (hammer) grip using the side cutout handles
[B] Supinated underhand grip from beneath the top lip
[C] Pronated overhand grip on the top rim
[D] Mixed grip with left hand overhand and right hand underhand on opposite edges
[E] Pinch grip on the side lattice",Neutral (hammer) grip using the side cutout handles,A,Trunk & Extremities
CTO-06-02-g-018.jpg,PMC3199840,Which congenital ear anomaly is shown?,"[A] Preauricular skin tag (accessory tragus)
[B] Grade II microtia
[C] Congenital aural atresia with normal auricle
[D] Anotia",Anotia,D,Head & Neck
CTO-06-02-g-018.jpg,PMC3199840,Which external ear structures are absent on the visible side?,"[A] Only the lobule is absent, helix and conchal bowl present but low-set
[B] Entire auricle including helix, antihelix, concha, and lobule
[C] Helix and antihelix absent, but lobule and tragus preserved as a rudimentary remnant
[D] Only the tragus is absent, remainder of auricle intact
[E] Normal-appearing auricle, small preauricular skin tag only","Entire auricle including helix, antihelix, concha, and lobule",B,Head & Neck
jpd-12-jpd223162-g001.jpg,PMC9398088,What do the finger-mounted sensors primarily measure?,"[A] Surface muscle electrical activity from intrinsic hand muscles (EMG)
[B] Peripheral oxygen saturation (photoplethysmography)
[C] 3D spatial position and orientation of the fingers relative to the field source (kinematics)
[D] Local linear acceleration of the fingertips (accelerometry/tremor amplitude)",3D spatial position and orientation of the fingers relative to the field source (kinematics),C,Trunk & Extremities
jpd-12-jpd223162-g001.jpg,PMC9398088,Which hand movement is this configuration best suited to quantify?,"[A] Thumb–little finger opposition speed
[B] Thumb–index tip-to-tip tapping (precision pinch)
[C] Thumb–index key-pinch force
[D] Index–middle finger tapping rate",Thumb–index tip-to-tip tapping (precision pinch),B,Trunk & Extremities
CCID-14-1175-g0018.jpg,PMC8435881,In which figure does the lower lip have more volume?,"[A] Panel B (right)
[B] Equally pronounced in both panels
[C] Panel A (left)
[D] Not appreciably visible in either panel",Panel B (right),A,Mouth & Jaws
CCID-14-1175-g0018.jpg,PMC8435881,In which subfigure is the Cupid's bow/central tubercle of the upper lip more pronounced?,"[A] Panel B (right)
[B] Equally pronounced in both panels
[C] Panel A (left)
[D] Not appreciably visible in either panel",Panel A (left),C,Mouth & Jaws
aps-42-494-g005.jpg,PMC4513063,Which digits are primarily pinching to control the pen near its tip?,"[A] Thumb and ring finger
[B] Thumb and index finger
[C] Thumb, index finger, and middle finger
[D] Thumb and middle finger
[E] Index and middle finger","Thumb, index finger, and middle finger",C,Trunk & Extremities
aps-42-494-g005.jpg,PMC4513063,Which type of grasp best describes how the pen is being held?,"[A] Cylindrical power grip
[B] Key pinch (lateral pinch against index)
[C] Pad-to-side pinch (thumb–middle finger)
[D] Three-jaw chuck (tripod pinch using thumb–index–middle)
[E] Precision pinch (thumb–index)",Three-jaw chuck (tripod pinch using thumb–index–middle),D,Trunk & Extremities
gox-8-e3072-g005.jpg,PMC7489633,Which statement best describes the ear’s position?,"[A] The left ear lies close to the scalp
[B] The right ear is folded into the scalp with loss of the postauricular sulcus (cryptotia)
[C] The right ear lies close to the scalp
[D] The left ear is folded into the scalp with loss of the postauricular sulcus (cryptotia)",The right ear lies close to the scalp,C,Head & Neck
gox-8-e3072-g005.jpg,PMC7489633,Which head orientation is depicted in the image?,"[A] Right lateral profile view focused on the auricle
[B] Posterolateral occipital (rear oblique) view
[C] Superior vertex (top-down) view
[D] Frontal anteroposterior facial view
[E] Left lateral profile view focused on the auricle",Right lateral profile view focused on the auricle,A,Head & Neck
SaudiMedJ-36-1-g003.jpg,PMC4362191,Which neck region corresponds to the location of the swelling?,"[A] Posterior triangle
[B] Parotid (preauricular) region
[C] Supraclavicular triangle
[D] Carotid triangle (anterior triangle)
[E] Submandibular (digastric) triangle",Posterior triangle,A,Head & Neck
SaudiMedJ-36-1-g003.jpg,PMC4362191,"Relative to the external ear, where is the swelling?","[A] Directly over the mastoid tip, level with the lobule
[B] Over the angle of the mandible, just below the tragus
[C] Inferior and posterior to the lobule (along the posterior hairline)
[D] Inferior but anterior to the lobule (parotid tail region)",Inferior and posterior to the lobule (along the posterior hairline),C,Head & Neck
hkpj-43-081-g003.jpg,PMC10423672,Which subfigure shows the end angle?,"[A] Neither subfigure (the end angle cannot be identified from still images)
[B] Right subfigure
[C] Left subfigure
[D] Both subfigures (end angle equals the start angle when trunk excursion is zero)",Left subfigure,C,Trunk & Extremities
hkpj-43-081-g003.jpg,PMC10423672,How is trunk excursion calculated?,"[A] End angle at the bottom position minus the start angle in standing
[B] Start angle in standing minus the end angle at the bottom position
[C] Absolute difference between start and end trunk angles (ignoring direction)
[D] Mean of the start and end trunk angles",End angle at the bottom position minus the start angle in standing,A,Trunk & Extremities
ijcpd-12-165-g029.jpg,PMC6811945,What finding is evident in the maxillary anterior region?,"[A] Absence of right central incisor of maxilla
[B] No true anterior abnormality—spacing due to proclination of the upper incisors
[C] Absence of left central incisor of maxilla
[D] Absence of right central incisor of mandible
[E] Absence of left central incisor of mandible",Absence of left central incisor of maxilla,C,Mouth & Jaws
ijcpd-12-165-g029.jpg,PMC6811945,Which teeth show a peg-shaped morphology in this image?,"[A] Mandibular lateral incisors
[B] Maxillary lateral incisors bilaterally
[C] Maxillary central incisors bilaterally
[D] Maxillary canines bilaterally
[E] Maxillary lateral incisor on the left only",Maxillary lateral incisors bilaterally,B,Mouth & Jaws
arm-36-386-g001.jpg,PMC3400879,Right panel: Which phase of the sit-to-stand movement is shown?,"[A] Momentum‑transfer phase immediately after seat‑off
[B] Controlled pre‑contact descent just before sitting
[C] Stabilization phase in full upright stance
[D] Step‑initiation from standing (first movement into gait)
[E] Late extension phase with hips/knees nearly straight but trunk still slightly flexed",Stabilization phase in full upright stance,C,Trunk & Extremities
arm-36-386-g001.jpg,PMC3400879,This test primarily assesses strength and endurance of which muscle groups?,"[A] Hamstrings and hip abductors
[B] Hip adductors and quadriceps
[C] Quadriceps and gluteals
[D] Gastrocnemius–soleus complex and tibialis anterior
[E] Lumbar extensors and abdominal obliques",Quadriceps and gluteals,C,Trunk & Extremities
jer-12-3-216f8.jpg,PMC4934967,Which ocular movement is trained by alternating gaze between the thumbs in this position?,"[A] Vergence (convergence–divergence) by alternating near and far fixation
[B] Conjugate horizontal saccades between two stationary, equidistant targets
[C] Vestibulo-ocular reflex during active head turns
[D] Horizontal smooth pursuit of a single moving target","Conjugate horizontal saccades between two stationary, equidistant targets",B,Eyes
jer-12-3-216f8.jpg,PMC4934967,Where are the thumbs positioned relative to the eyes during the exercise?,"[A] Directly in front of the nose, approximately 20 cm from the face
[B] Directly in front of the eyes at arm’s length
[C] Directly in front of the eyes but only 7–10 cm from the face
[D] Slightly above eye level at arm’s length",Directly in front of the eyes at arm’s length,B,Eyes
CCIDE-15-133-g0001.jpg,PMC10416782,Which scalp finding is most prominent?,"[A] Smooth shiny scarring alopecia with loss of follicular openings (cicatricial alopecia)
[B] Advanced frontotemporal recession with preserved vertex density (androgenetic alopecia pattern)
[C] Patchy, well-demarcated plaques of alopecia consistent with alopecia areata
[D] Diffuse scalp hypotrichosis (overall reduced hair density)
[E] Normal hair density",Diffuse scalp hypotrichosis (overall reduced hair density),D,Skin & Hair
CCIDE-15-133-g0001.jpg,PMC10416782,Where is the hair thinning most pronounced?,"[A] Frontal and vertex scalp
[B] Diffuse near-uniform thinning with relative vertex sparing
[C] Occipital-predominant thinning with the frontal hairline preserved
[D] Bitemporal recession only, vertex density maintained
[E] Vertex-dominant loss with occipital and frontal hairline intact",Diffuse near-uniform thinning with relative vertex sparing,B,Skin & Hair
gox-7-e2312-g003.jpg,PMC6952158,Which best descibes the image of the ear?,"[A] Persistent pink erythema with mild edema at the meatal margin
[B] Heaped, shiny raised border suggesting hypertrophic/keloid scar
[C] Irregular ulceration with adherent crusts at the rim
[D] Friable beefy-red granulation tissue protruding from the canal
[E] Flat, hypopigmented, hairless scar forming a smooth rim around the external canal","Flat, hypopigmented, hairless scar forming a smooth rim around the external canal",E,Head & Neck
gox-7-e2312-g003.jpg,PMC6952158,Which best describes the external auditory canal opening?,"[A] Partially occluded by dry keratinous crust along the posterior canal wall
[B] Smoothly epithelialized, widely patent meatus without granulation or discharge
[C] Moist, friable granulation tissue at the margins with purulent otorrhea
[D] Mild concentric meatal stenosis with anterior blunting and a thin granulation rim","Smoothly epithelialized, widely patent meatus without granulation or discharge",B,Head & Neck
etm-14-04-2795-g03.jpg,PMC5613199,Which subfigure shows clinical improvement based on ocular findings?,"[A] A — apparent reduction in scleral show and eyelid edema
[B] Cannot determine due to differing gaze/lighting
[C] Neither — no appreciable improvement between images
[D] B — decreased proptosis with improved eyelid retraction",B — decreased proptosis with improved eyelid retraction,D,Eyes
etm-14-04-2795-g03.jpg,PMC5613199,Which subfigure shows a wider palpebral fissure (greater eyelid retraction)?,"[A] No difference—palpebral fissure width appears equal in A and B
[B] Neither—no lid retraction is evident
[C] A
[D] B",A,C,Eyes
gox-3-e589-g008.jpg,PMC4727698,Which labeled design advances the hairline most between A and B?,"[A] 1 (concave arc)
[B] No difference—each advances equally
[C] 3 (convex arc)
[D] 2 (straight chord)",3 (convex arc),C,Skin & Hair
gox-3-e589-g008.jpg,PMC4727698,Which labeled point is the temporal end of the arc nearest the ear?,"[A] B
[B] A
[C] Both A and B
[D] Neither—it's the unlabeled M point",B,A,Head & Neck
CTO-06-03-g-016.jpg,PMC3199843,Which portion of the ear is excessively pinned back compared with the rest?,"[A] Antihelical fold
[B] Conchal bowl
[C] Middle third of the auricle
[D] Lower third (caudal pole, including lobule)
[E] Upper third (cranial pole) of the auricle",Middle third of the auricle,C,Head & Neck
CTO-06-03-g-016.jpg,PMC3199843,"Based on the ear shape, which prior procedure most likely caused this complication?","[A] Postauricular rhytidectomy (facelift) with lobule tethering
[B] Lobuloplasty (earlobe reduction)
[C] Septorhinoplasty
[D] Otoplasty (antihelical fold/ear pinning)",Otoplasty (antihelical fold/ear pinning),D,Surgical & Procedural
ijspt_2022_17_7_39796_103475.jpg,PMC9718688,Where does the bar rest on the athlete’s body?,"[A] Balancing over the clavicles/anterior shoulders
[B] Pressed into the mid-back between the scapulae
[C] Weighted on the iliac crests/hips
[D] Supported primarily by the hands on the uprights
[E] Across the upper back/shoulders",Across the upper back/shoulders,E,Trunk & Extremities
ijspt_2022_17_7_39796_103475.jpg,PMC9718688,What supportive equipment is visible around the athlete’s torso?,"[A] Low-positioned heart-rate monitor chest strap
[B] Rigid leather weightlifting belt
[C] No supportive equipment
[D] Neoprene lumbar support wrap with Velcro closure",Rigid leather weightlifting belt,B,Trunk & Extremities
JIPS-20-110-g008.jpg,PMC7008622,Which foot contains the custom-made prosthesis?,"[A] Both feet are prosthetic
[B] Foot on the right side of the image (patient’s left)
[C] Foot on the left side of the image (patient’s right)
[D] No prosthesis is visible",Foot on the right side of the image (patient’s left),B,Trunk & Extremities
JIPS-20-110-g008.jpg,PMC7008622,How far proximally does the prosthetic covering appear to extend?,"[A] Limited to the forefoot (ending near the metatarsal necks)
[B] Limited to the first and second toe only
[C] Extending proximally above the malleoli into the distal leg
[D] Up to and including the malleolar/ankle region
[E] Up to but not covering the malleoli (just distal to the ankle crease)",Limited to the forefoot (ending near the metatarsal necks),A,Trunk & Extremities
JNRP-8-313-g006.jpg,PMC5402517,"In subfigure (d), what abnormality is present?","[A] Esotropia in primary position with full vertical ductions
[B] Mild ptosis mimicking poor down-gaze
[C] Reduced depression (restricted downward gaze)
[D] No vertical restriction—only end-gaze nystagmus
[E] Reduced elevation (restricted upward gaze)",Reduced depression (restricted downward gaze),C,Eyes
JNRP-8-313-g006.jpg,PMC5402517,"The arrows indicate the direction of the desired gaze. Across all subfigures, which extraocular muscles are most likely underperforming?","[A] Superior and inferior rectus
[B] Superior rectus and inferior oblique
[C] Superior and inferior oblique
[D] Medial and lateral rectus",Superior and inferior rectus,A,Eyes
IDR-12-1381-g0002.jpg,PMC6537035,What abnormality is visible at the inner corner of the eye?,"[A] Thin tear lake without discharge
[B] Subconjunctival hemorrhage at the inner canthus
[C] No remaining abnormality
[D] Residual discharge at the medial canthus
[E] Subtle corneal opacity at the inner corner",Residual discharge at the medial canthus,D,Eyes
IDR-12-1381-g0002.jpg,PMC6537035,What best describes the palpebral fissure in this eye?,"[A] Palpebral fissure widely open due to lid retraction
[B] Lower-lid eversion (ectropion) with increased exposure
[C] Incomplete eyelid closure (lagophthalmos) rather than narrowing
[D] Normal palpebral fissure without swelling
[E] Narrowed palpebral fissure from upper-lid edema causing mechanical ptosis",Narrowed palpebral fissure from upper-lid edema causing mechanical ptosis,E,Eyes
CTO-06-03-g-010.jpg,PMC3199843,Which part of the ear is abnormal?,"[A] Edge of the antihelix
[B] Tragus
[C] Ear lobule
[D] Normal ear without abnormality present
[E] Superior rim of the helix",Edge of the antihelix,A,Head & Neck
CTO-06-03-g-010.jpg,PMC3199843,Which description best characterizes the ear abnormality?,"[A] Increased formation of edges in the antihelix area
[B] Conchal bowl hypertrophy causing protrusion without rim enlargement
[C] Darwin's tubercle on the superior helix
[D] Hypertrophy of the helical rim (prominent helix) of the right auricle
[E] Hypertrophy of the helical rim (prominent helix) of the left auricle",Increased formation of edges in the antihelix area,A,Head & Neck
gox-6-e1971-g008.jpg,PMC6326610,Right subfigure: Toward which region does the distal end of the red line course?,"[A] Radial volar wrist near the scaphoid tubercle/thenar eminence
[B] Ulnar volar wrist adjacent to the hypothenar/pisiform region
[C] Dorsal ulnar wrist near the ulnar styloid
[D] Central palm at the level of the distal palmar crease",Ulnar volar wrist adjacent to the hypothenar/pisiform region,B,Trunk & Extremities
gox-6-e1971-g008.jpg,PMC6326610,"Which colored line represents the straighter, more ulnar longitudinal forearm incision?","[A] Distal dashed blue line highlighted in white
[B] Proximal dashed blue line highlighted in white
[C] Solid red line
[D] Distal dashed blue line highlighted in red
[E] None depicts a straight ulnar incision",Proximal dashed blue line highlighted in white,B,Surgical & Procedural
CCD-4-112-g007.jpg,PMC3703682,What type of dental prosthesis spans the lower anterior teeth?,"[A] Adhesive fixed partial denture with cast metal lingual wings
[B] Lingual bonded orthodontic retainer across the mandibular incisors
[C] Fiber-reinforced composite periodontal splint of the lower anteriors
[D] Removable partial denture with a lingual bar and canine rests",Adhesive fixed partial denture with cast metal lingual wings,A,Mouth & Jaws
CCD-4-112-g007.jpg,PMC3703682,The metal framework is bonded to which surfaces of the abutment teeth?,"[A] Lingual (palatal) surfaces of the abutments
[B] Labial/facial surfaces of the abutments
[C] Occlusal/incisal surfaces of the abutments
[D] Mesial and distal proximal surfaces of the abutments",Lingual (palatal) surfaces of the abutments,A,Mouth & Jaws
JMAS-18-450-g008.jpg,PMC9306113,What instrument is being used to assess cutaneous sensation in the image?,"[A] Neurotip (pinprick tester)
[B] Nylon monofilament
[C] Cotton-tipped applicator
[D] Two-point discriminator (aesthesiometer)
[E] Wartenberg pinwheel",Nylon monofilament,B,Mouth & Jaws
JMAS-18-450-g008.jpg,PMC9306113,Which anatomical region is being tested in the image?,"[A] Mentolabial sulcus
[B] Lower lip (vermillion border)
[C] Chin (mental region)
[D] Submental triangle (suprahyoid region)",Chin (mental region),C,Head & Neck
IJOEM-25-138-g001.jpg,PMC8559880,"Which subfigure shows the upper arm farther from the torso, increasing shoulder abduction load?","[A] Both are comparable
[B] b (115°, upper arm farther from torso)
[C] Indeterminate due to camera angle
[D] a (80°, upper arm closer to torso)","b (115°, upper arm farther from torso)",B,Trunk & Extremities
IJOEM-25-138-g001.jpg,PMC8559880,Which subfigure shows greater elbow flexion?,"[A] Subfigure a (left panel, ~80°)
[B] Neither—both are primarily extended
[C] Both show comparable flexion
[D] Cannot determine without knowing the angle convention
[E] Subfigure b (right panel, ~115°)","Subfigure a (left panel, ~80°)",A,Trunk & Extremities
omz127f1.jpg,PMC6996043,"In subfigures A and B, which contour change best indicates unilateral atrophy?","[A] Apparent fullness of the right parotid–masseteric region with preserved mandibular contour
[B] No appreciable asymmetry, bilaterally symmetric malar contours
[C] Hollowing and narrowing of the right cheek and mandibular angle
[D] Left cheek hollowing with widening of the left mandibular angle",Hollowing and narrowing of the right cheek and mandibular angle,C,Head & Neck
omz127f1.jpg,PMC6996043,"In subfigure A, which side shows hemifacial atrophy?","[A] Patient's right side (image left)
[B] No appreciable asymmetry
[C] Bilateral symmetric involvement
[D] Patient's left side (image right)",Patient's right side (image left),A,Head & Neck
LI-32-359-g002.jpg,PMC4502201,Which subfigure shows the appropriate method for visibly soiled hands?,"[A] Subfigure a — alcohol-based hand rub
[B] Neither, visibly soiled hands require a surgical scrub
[C] Subfigure b — soap-and-water handwashing
[D] Either method is equally appropriate for visibly soiled hands",Subfigure b — soap-and-water handwashing,C,Surgical & Procedural
LI-32-359-g002.jpg,PMC4502201,"When hands are not visibly soiled, which subfigure shows the preferred method for hand hygiene between patient contacts?","[A] Subfigure b, then a: soap-and-water must be followed by alcohol-based hand rub
[B] Both subfigures are acceptable when hands appear clean
[C] No preference—hand hygiene is unnecessary between contacts if gloves were used and hands look clean
[D] Subfigure a: alcohol-based hand rub is preferred when hands are not visibly soiled",Subfigure a: alcohol-based hand rub is preferred when hands are not visibly soiled,D,Surgical & Procedural
IJPD-20-131-g002.jpg,PMC3445997,What abnormality is present at the corner of the mouth?,"[A] Angular cheilitis causing fissuring of the mouth corner
[B] Classic unilateral cleft lip involving the philtral column
[C] True macrostomia (widened oral slit without cleft at the commissure)
[D] Pseudomacrostomia (lateral cleft-like extension of the oral commissure)
[E] Commissural lip pit at the oral commissure",Pseudomacrostomia (lateral cleft-like extension of the oral commissure),D,Mouth & Jaws
IJPD-20-131-g002.jpg,PMC3445997,This lateral oral commissure defect is associated with which syndrome?,"[A] Van der Woude syndrome (lip pits–cleft spectrum)
[B] 22q11.2 deletion syndrome (velocardiofacial/DiGeorge)
[C] Goldenhar syndrome (oculo-auriculo-vertebral spectrum)
[D] Nager acrofacial dysostosis
[E] Treacher Collins syndrome (mandibulofacial dysostosis)",Goldenhar syndrome (oculo-auriculo-vertebral spectrum),C,Mouth & Jaws
10.1177_25158414211059247-fig2.jpg,PMC8855428,What eyelid abnormality is present in both eyes?,"[A] Upper eyelid entropion with lashes abrading the cornea
[B] Bilateral eversion of lax upper eyelids consistent with floppy eyelid syndrome
[C] Isolated lower eyelid ectropion without upper-lid involvement
[D] Bilateral upper eyelid retraction with superior scleral show
[E] No lid malposition—only conjunctival chemosis",Bilateral eversion of lax upper eyelids consistent with floppy eyelid syndrome,B,Eyes
10.1177_25158414211059247-fig2.jpg,PMC8855428,Which anatomic surface is abnormally exposed and appears injected in this image?,"[A] Palpebral (tarsal) conjunctiva of the upper eyelids
[B] Palpebral (tarsal) conjunctiva of the lower eyelids
[C] Corneal epithelium/anterior stroma
[D] Lacrimal caruncle and plica semilunaris
[E] Superior bulbar conjunctiva near the limbus",Palpebral (tarsal) conjunctiva of the upper eyelids,A,Eyes
OMJ-36-04-1900165-f5.jpg,PMC8258921,What abnormal finding does the red arrow indicate?,"[A] A conjunctival band creating a symblepharon between the palpebral and bulbar conjunctiva at the medial canthus
[B] An early nasal pterygium extending onto the cornea
[C] No lesion—just a tear-film light reflex at the inner canthus
[D] A focal marginal hordeolum of the right lower eyelid
[E] A thin filiform adhesion bridging the upper and lower eyelid margins (ankyloblepharon filiforme adnatum)",A thin filiform adhesion bridging the upper and lower eyelid margins (ankyloblepharon filiforme adnatum),E,Eyes
OMJ-36-04-1900165-f5.jpg,PMC8258921,What is the best name for the condition visible in the affected eye?,"[A] Blepharophimosis syndrome with epicanthus inversus
[B] Congenital ankyloblepharon (complete fusion of upper and lower lid margins)
[C] Symblepharon (adhesion of eyelid to globe)
[D] Ankyloblepharon filiforme adnatum
[E] Medial upper eyelid coloboma",Ankyloblepharon filiforme adnatum,D,Eyes
cop-0012-0543-g02.jpg,PMC8255699,"In the rightmost panel (leftward gaze), which eye shows limited abduction?","[A] Left eye (ipsilateral to leftward gaze)
[B] Right eye (contralateral to leftward gaze)
[C] Both eyes equally
[D] No limitation is evident",Left eye (ipsilateral to leftward gaze),A,Eyes
cop-0012-0543-g02.jpg,PMC8255699,Which cranial nerve is primarily affected by the eye movement pattern shown?,"[A] Right abducens nerve (CN VI)
[B] No primary cranial nerve deficit (physiologic end-gaze limitation)
[C] Trochlear nerve (CN IV) — superior oblique palsy
[D] Left abducens nerve (CN VI)
[E] Oculomotor nerve (CN III) — medial rectus weakness",Left abducens nerve (CN VI),D,Eyes
IJHS-17-39-g004.jpg,PMC10155245,What deformity is present in the small finger of the hand shown?,"[A] Camptodactyly
[B] Kirner’s deformity
[C] Brachydactyly
[D] Clinodactyly",Clinodactyly,D,Trunk & Extremities
IJHS-17-39-g004.jpg,PMC10155245,In which direction is the fifth finger deviated?,"[A] Toward the ring finger (radial deviation)
[B] Away from the ring finger toward the ulnar border (ulnar deviation)
[C] Dorsal angulation with neutral radial–ulnar alignment
[D] No true sideways deviation—only PIP flexion giving a false appearance",Toward the ring finger (radial deviation),A,Trunk & Extremities
